==============================================
BLEU GOLD:                               29.67
BLEU IN:                                 53.27
SIM GOLD:                               0.8718
SIM IN:                                 0.9549
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0448 -      0.00 |    0.00 |     0.71 |   0.93
0449 -     34.56 |   99.13 |     0.90 |   0.98
0450 -      0.00 |    6.46 |     0.96 |   0.98
0451 -      0.00 |   98.77 |     0.81 |   0.97
0452 -      0.00 |  100.00 |     0.79 |   1.00
0453 -     46.93 |  100.00 |     0.60 |   1.00
0454 -     59.54 |  100.00 |     0.93 |   1.00
0455 -     98.53 |  100.00 |     0.89 |   1.00
0456 -     63.28 |   56.68 |     0.93 |   0.96
0457 -     38.88 |   19.09 |     0.91 |   0.98
0458 -     51.47 |  100.00 |     0.69 |   1.00
0459 -      0.00 |  100.00 |     0.94 |   1.00
0460 -      0.00 |    0.00 |     0.91 |   0.92
0461 -      0.00 |   17.91 |     0.81 |   0.91
0462 -     53.53 |  100.00 |     0.91 |   1.00
0463 -     92.28 |   92.92 |     0.90 |   0.98
0464 -      0.00 |    0.00 |     0.87 |   0.99
0465 -      0.00 |    0.00 |     0.93 |   0.94
0466 -      0.00 |    0.00 |     0.01 |   0.06
0467 -     81.14 |   91.32 |     0.98 |   1.00
0468 -      0.00 |    0.00 |     0.98 |   1.00
0469 -      6.67 |   87.72 |     0.90 |   0.95
0470 -     94.05 |    0.00 |     0.92 |   0.88
0471 -      0.00 |    0.00 |     0.92 |   0.97
0472 -     11.94 |   17.11 |     0.62 |   0.68
0473 -     14.20 |   30.73 |     0.86 |   0.91
0474 -     22.57 |   63.74 |     0.94 |   1.00
0475 -     39.52 |  100.00 |     0.96 |   1.00
0476 -      0.00 |    0.00 |     0.83 |   0.87
0477 -     35.04 |   35.21 |     0.97 |   1.00
0478 -     68.00 |   52.66 |     0.81 |   0.91
0479 -     84.26 |   97.93 |     0.92 |   0.98
0480 -      0.00 |  100.00 |     0.85 |   1.00
0481 -     81.78 |  100.00 |     0.98 |   1.00
0482 -     21.44 |  100.00 |     0.94 |   1.00
0483 -     18.91 |   99.26 |     0.96 |   1.00
0484 -     17.14 |   49.94 |     0.86 |   0.95
0485 -     39.60 |   46.30 |     0.90 |   0.96
0486 -      0.00 |    0.00 |     0.94 |   0.98
0487 -     97.19 |   98.55 |     0.95 |   0.99
0488 -      0.00 |    0.00 |     0.95 |   0.98
0489 -     44.24 |   98.56 |     0.94 |   1.00
